ID	Description	gene_count	total_in_cluster	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	cluster	percent_genes
GO:0042343	indole glucosinolate metabolic process	5	421	20/21384	0.25	12.69833729216152	7.417311205088224	3.5082475001542e-5	0.003699098337350435	0.0031367396457574514	ABCG36/AtMYB51/BGLU26/ATWRKY70/ATR4	5	1	1.187648456057007
GO:0000819	sister chromatid segregation	8	421	64/21384	0.125	6.34916864608076	6.07339217940536	3.564358496363494e-5	0.003699098337350435	0.0031367396457574514	NA/APC1/CAP-H/AtTPX2/CAP-D3/BUBR1/UBC20/CAP-D2	8	1	1.9002375296912115
GO:0002833	positive regulation of response to biotic stimulus	11	421	125/21384	0.088	4.469814726840855	5.513641507613737	3.755033336001115e-5	0.003699098337350435	0.0031367396457574514	ATGLR3.3/CAMTA3/ABCG36/FLS2/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/ATPAD4	11	1	2.6128266033254155
GO:0032103	positive regulation of response to external stimulus	11	421	125/21384	0.088	4.469814726840855	5.513641507613737	3.755033336001115e-5	0.003699098337350435	0.0031367396457574514	ATGLR3.3/CAMTA3/ABCG36/FLS2/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/ATPAD4	11	1	2.6128266033254155
GO:0052386	cell wall thickening	6	421	33/21384	0.18181818181818182	9.235154394299288	6.709161624611528	3.966152613313547e-5	0.003699098337350435	0.0031367396457574514	ABCG36/AtMYB51/FLS2/BGLU26/ATGSL05/ATR4	6	1	1.4251781472684086
GO:0031145	anaphase-promoting complex-dependent catabolic process	5	421	21/21384	0.23809523809523808	12.093654563963353	7.207784847570507	4.530406038134777e-5	0.003961273779594095	0.0033590576348538777	AtCDC20.1/AtCDC20.2/APC1/CCS52B/UBC20	5	1	1.187648456057007
GO:0090693	plant organ senescence	13	421	177/21384	0.07344632768361582	3.7305849671886953	5.169533555415447	5.1363261793193395e-5	0.004158527924928537	0.0035263240445389268	DEAR4/COR78/CAMTA3/NA/ATWRKY54/anac032/ATGSL05/DLO1/ATWRKY70/AtDMR6/BB/NSH2/ATPAD4	13	1	3.0878859857482186
GO:0006979	response to oxidative stress	23	421	464/21384	0.04956896551724138	2.517773773445819	4.684182885943456	5.350500546727209e-5	0.004158527924928537	0.0035263240445389268	NA/ATMSRA1/ANAC013/ABC1K3/abc1k7/BT3/MEE54/ABC1K1/COR78/DREB2/APX3/NA/ATWRKY54/NA/ATGPX7/ATMSRB1/GGT1/HSP17.8/HSP18.5/ATMAPK3/ATWRKY70/ATFER1/HSP17.4B	23	1	5.463182897862233
GO:0048366	leaf development	22	421	436/21384	0.05045871559633028	2.5629671598858117	4.672727594375288	5.976166340219925e-5	0.004400345636825093	0.0037313792052231886	AtSCL23/ATTCP24/BOB1/YAB3/DEAR4/COR78/AtGRF2/CAMTA3/ABCG36/NA/ATWRKY54/anac032/ATGSL05/DLO1/PME53/ATWRKY70/AtDMR6/BB/NSH2/ATFER1/AtGRF3/ATPAD4	22	1	5.225653206650831
GO:0031349	positive regulation of defense response	11	421	136/21384	0.08088235294117647	4.108285594522845	5.1532354977454515	8.131467800425005e-5	0.005687961726397291	0.004823244321620516	ATGLR3.3/CAMTA3/ABCG36/FLS2/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/ATPAD4	11	1	2.6128266033254155
GO:0006457	protein folding	13	421	190/21384	0.06842105263157895	3.4753344168021005	4.856829575212901	1.0586398196136027e-4	0.007052557655425859	0.005980386349396142	CYP21-1/AtRbcX2/BOB1/HSP60/ATHSP70/ATHS83/HSP17.8/HSP18.5/ATFKBP65/CLPB-M/ATJ/HSP17.4B/ATBAG7	13	1	3.0878859857482186
GO:0048584	positive regulation of response to stimulus	17	421	308/21384	0.05519480519480519	2.8035290125551406	4.518070933467704	1.4186034297915257e-4	0.009021028173992475	0.007649598398923683	ANAC013/GAI/CML38/NA/ATGLR3.3/CAMTA3/ABCG36/FLS2/ATGPX7/XLG2/PBL40/ATGSL05/AtTCP7/ATWRKY70/DRN1/ATPAD4/BG4	17	1	4.038004750593824
GO:0051604	protein maturation	17	421	310/21384	0.054838709677419356	2.7854417286031725	4.487471346151078	1.5325969714858167e-4	0.009322187665689815	0.007904973852926845	CYP21-1/AtRbcX2/AtFTSH10/BOB1/SPPA/HSP60/ATHSP70/ATHS83/HSP17.8/HSP18.5/ATFKBP65/ATPREP2/CLPB-M/ATJ/ATPREP1/HSP17.4B/ATBAG7	17	1	4.038004750593824
GO:0016143	S-glycoside metabolic process	10	421	125/21384	0.08	4.063467933491687	4.867944050350487	1.8634967759739515e-4	0.010428127958350233	0.008842782595884816	NA/ATHOL1/WRKY21/ABCG36/AtMYB51/BGLU26/ATWRKY70/IQD1/ATR4/FMO	10	1	2.375296912114014
GO:0019760	glucosinolate metabolic process	10	421	125/21384	0.08	4.063467933491687	4.867944050350487	1.8634967759739515e-4	0.010428127958350233	0.008842782595884816	NA/ATHOL1/WRKY21/ABCG36/AtMYB51/BGLU26/ATWRKY70/IQD1/ATR4/FMO	10	1	2.375296912114014
GO:0009812	flavonoid metabolic process	9	421	105/21384	0.08571428571428572	4.353715643026807	4.881956749512949	2.315682098134083e-4	0.012460150981883007	0.010565885524684663	MYBD/ABC1K1/HY5/anac078/ATFLS1/ATMYB12/UGT78D2/AtDMR6/ARR10	9	1	2.137767220902613
GO:0045089	positive regulation of innate immune response	8	421	84/21384	0.09523809523809523	4.837461825585341	4.993931238601849	2.4940477903401975e-4	0.012922862439577543	0.010958252864379738	ATGLR3.3/ABCG36/FLS2/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1	8	1	1.9002375296912115
GO:0080134	regulation of response to stress	22	421	486/21384	0.04526748971193416	2.299287410926366	4.1060066786203215	0.00028039481674323777	0.013917887779186228	0.011802008597978164	ANAC013/AtSRT2/abc1k7/NA/ATGLR3.3/AT-HSFB1/CAMTA3/ABCG36/ATWRKY54/FLS2/AtRNP1/NA/ATGPX7/XLG2/PBL40/ATGSL05/ATMAPK3/ATWRKY70/DRN1/FDM2/AtDBP1/ATPAD4	22	1	5.225653206650831
GO:0007059	chromosome segregation	11	421	158/21384	0.06962025316455696	3.536245828196879	4.534552745552234	3.055821435707354e-4	0.013917887779186228	0.011802008597978164	QWRF1/NA/AtAUG3/APC1/CAP-H/AtTPX2/CAP-D3/ATK1/BUBR1/UBC20/CAP-D2	11	1	2.6128266033254155
GO:0002684	positive regulation of immune system process	8	421	87/21384	0.09195402298850575	4.670652797116881	4.861747131312439	3.176254950589288e-4	0.013917887779186228	0.011802008597978164	ATGLR3.3/ABCG36/FLS2/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1	8	1	1.9002375296912115
GO:0050778	positive regulation of immune response	8	421	87/21384	0.09195402298850575	4.670652797116881	4.861747131312439	3.176254950589288e-4	0.013917887779186228	0.011802008597978164	ATGLR3.3/ABCG36/FLS2/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1	8	1	1.9002375296912115
GO:0009414	response to water deprivation	21	421	458/21384	0.04585152838427948	2.3289526911387943	4.074251162900956	3.2384455123890906e-4	0.013917887779186228	0.011802008597978164	ABF3/ATHH2/ATHPR1/ABC1K3/ABF2/ABC1K1/PIP2;3/COR78/DREB2/AtPP2CF1/ABCG36/ATWRKY54/UGT71C5/bZIP62/AtRNP1/ATHVA22D/ATBI-1/ATWRKY70/ERD10/ATMBF1C/ARR10	21	1	4.98812351543943
GO:0098813	nuclear chromosome segregation	9	421	110/21384	0.08181818181818182	4.1558194774346795	4.702540733702521	3.2829899693577236e-4	0.013917887779186228	0.011802008597978164	NA/APC1/CAP-H/AtTPX2/CAP-D3/ATK1/BUBR1/UBC20/CAP-D2	9	1	2.137767220902613
GO:0002218	activation of innate immune response	7	421	67/21384	0.1044776119402985	5.306767823589889	5.003506487265815	3.4300685295944215e-4	0.01411372315559587	0.011968071928337194	ATGLR3.3/ABCG36/FLS2/PBL40/ATGSL05/ATWRKY70/DRN1	7	1	1.66270783847981
GO:0009682	induced systemic resistance	5	421	32/21384	0.15625	7.93646080760095	5.564706897709068	3.751832464766513e-4	0.014520949611041813	0.012313389422252076	ATGLR3.3/AtMYB51/BGLU26/ATWRKY70/ATR4	5	1	1.187648456057007
GO:0007051	spindle organization	7	421	68/21384	0.10294117647058823	5.2287271203018015	4.949483836658303	3.759895805770011e-4	0.014520949611041813	0.012313389422252076	QWRF1/NA/AtAUG3/AtCDC48C/AtTPX2/ATK1/AtAUR1	7	1	1.66270783847981
GO:0052545	callose localization	6	421	49/21384	0.12244897959183673	6.219593775752581	5.183666703245432	3.8404226991318584e-4	0.014520949611041813	0.012313389422252076	ABCG36/AtMYB51/FLS2/BGLU26/ATGSL05/ATR4	6	1	1.4251781472684086
GO:0002253	activation of immune response	7	421	70/21384	0.1	5.0793349168646085	4.84456236171875	4.4955732138794003e-4	0.016550807700571792	0.014034656543052866	ATGLR3.3/ABCG36/FLS2/PBL40/ATGSL05/ATWRKY70/DRN1	7	1	1.66270783847981
GO:0009415	response to water	21	421	471/21384	0.044585987261146494	2.2646716189842198	3.9330431038702156	4.6773742928639546e-4	0.016778581117222236	0.01422780250487902	ABF3/ATHH2/ATHPR1/ABC1K3/ABF2/ABC1K1/PIP2;3/COR78/DREB2/AtPP2CF1/ABCG36/ATWRKY54/UGT71C5/bZIP62/AtRNP1/ATHVA22D/ATBI-1/ATWRKY70/ERD10/ATMBF1C/ARR10	21	1	4.98812351543943
GO:0000302	response to reactive oxygen species	11	421	167/21384	0.0658682634730539	3.3456697057192035	4.312526284624304	4.899087724399764e-4	0.017134559316088177	0.014529662803680354	abc1k7/BT3/COR78/DREB2/APX3/ATWRKY54/HSP17.8/HSP18.5/ATWRKY70/ATFER1/HSP17.4B	11	1	2.6128266033254155
GO:1901657	glycosyl compound metabolic process	11	421	168/21384	0.06547619047619048	3.325755005089922	4.2887970991791935	5.15174767463241e-4	0.017522829976908936	0.014858906274388753	NA/ATHOL1/WRKY21/ABCG36/AtMYB51/BGLU26/ATWRKY70/IQD1/ATR4/FMO/NSH2	11	1	2.6128266033254155
GO:0033037	polysaccharide localization	6	421	52/21384	0.11538461538461539	5.860771057920703	4.9732432213203355	5.320666716802663e-4	0.017522829976908936	0.014858906274388753	ABCG36/AtMYB51/FLS2/BGLU26/ATGSL05/ATR4	6	1	1.4251781472684086
GO:0045893	positive regulation of DNA-templated transcription	21	421	477/21384	0.0440251572327044	2.236185183525299	3.869416797311603	5.511111643917034e-4	0.017522829976908936	0.014858906274388753	ABF3/anac089/AtERF48/ATHB-5/GAI/ABF2/ATBZIP34/DREB2/NA/anac032/HY5/ATSPL14/GATA3/MED10A/anac078/ANAC069/ATMYB12/EDA13/NA/NA/ATMBF1C	21	1	4.98812351543943
GO:1902680	positive regulation of RNA biosynthetic process	21	421	477/21384	0.0440251572327044	2.236185183525299	3.869416797311603	5.511111643917034e-4	0.017522829976908936	0.014858906274388753	ABF3/anac089/AtERF48/ATHB-5/GAI/ABF2/ATBZIP34/DREB2/NA/anac032/HY5/ATSPL14/GATA3/MED10A/anac078/ANAC069/ATMYB12/EDA13/NA/NA/ATMBF1C	21	1	4.98812351543943
GO:0000070	mitotic sister chromatid segregation	6	421	53/21384	0.11320754716981132	5.750190471922198	4.906728180196434	5.901625434304618e-4	0.01834749773909369	0.015558203191722351	NA/CAP-H/AtTPX2/CAP-D3/BUBR1/CAP-D2	6	1	1.4251781472684086
GO:0010114	response to red light	7	421	74/21384	0.0945945945945946	4.8047762727097645	4.646242877438337	6.310058813370365e-4	0.018782494212564126	0.015927068942146478	ANAC013/ABC1K3/BBX11/ABC1K1/HY5/AT-EXP1/ATR4	7	1	1.66270783847981
GO:0010224	response to UV-B	7	421	74/21384	0.0945945945945946	4.8047762727097645	4.646242877438337	6.310058813370365e-4	0.018782494212564126	0.015927068942146478	ANAC013/ATREV3/DREB2/HY5/EFO2/ATMAPK3/ATMYB12	7	1	1.66270783847981
GO:0044248	cellular catabolic process	20	421	452/21384	0.04424778761061947	2.2474933260462864	3.7988376531476526	6.966575807525632e-4	0.020304665739017413	0.0172178309979855	MEE54/ATHOL1/APX3/AtTAT1/ABCG36/GT72B1/BGLU26/AtGLDP2/ATHVA22D/GGT1/DECR/AtTAT2/AtCDC48C/ATRABG3B/DLO1/nMAT1/AtGGCT2;1/NPC6/AtDMR6/ATMDAR4	20	1	4.750593824228028
GO:1903047	mitotic cell cycle process	12	421	204/21384	0.058823529411764705	2.987844068743887	4.042807557183492	7.596262351382906e-4	0.02168810414200956	0.01839095095597967	NA/ATCESA3/APC1/AtCDC48C/CAP-H/AtTPX2/CYC1BAT/CAP-D3/AtAUR1/BUBR1/UBC20/CAP-D2	12	1	2.8503562945368173
GO:0009759	indole glucosinolate biosynthetic process	3	421	10/21384	0.3	15.238004750593824	6.3819717832633716	8.202496019682694e-4	0.022950583863072176	0.019461501082489258	AtMYB51/ATWRKY70/ATR4	3	1	0.7125890736342043
GO:0009966	regulation of signal transduction	18	421	397/21384	0.04534005037783375	2.302973010165313	3.713677108796772	9.651074724322632e-4	0.026474222626132082	0.02244945555069475	ATHB-5/GAI/CML38/ATCPL3/NA/AtPP2CF1/ABCG36/BIG1/ATWRKY54/RAF24/HY5/ATPIN7/BIG2/AIRP5/ATWRKY70/ARR10/ATPAD4/BG4	18	1	4.275534441805226
GO:0042742	defense response to bacterium	19	421	434/21384	0.04377880184331797	2.2236719682126163	3.649778522457485	0.0010650106267534308	0.02865288205438557	0.024296902355285758	AtSRT2/ATWRKY52/CRK34/MEE54/ATGLR3.3/CAMTA3/ABCG36/AtMYB51/ATWRKY54/FLS2/BGLU26/XLG2/ATHS83/ATGSL05/AtNHR2A/ATWRKY70/ATR4/AtDMR6/ATPAD4	19	1	4.513064133016627
GO:0023051	regulation of signaling	18	421	402/21384	0.04477611940298507	2.2743290672528094	3.6552730407475442	0.0011113951533405625	0.02933663810421598	0.02487670978778181	ATHB-5/GAI/CML38/ATCPL3/NA/AtPP2CF1/ABCG36/BIG1/ATWRKY54/RAF24/HY5/ATPIN7/BIG2/AIRP5/ATWRKY70/ARR10/ATPAD4/BG4	18	1	4.275534441805226
GO:0010646	regulation of cell communication	18	421	403/21384	0.04466501240694789	2.2686855708080134	3.6436955349867013	0.0011428152461750352	0.029607380174053226	0.025106292055346292	ATHB-5/GAI/CML38/ATCPL3/NA/AtPP2CF1/ABCG36/BIG1/ATWRKY54/RAF24/HY5/ATPIN7/BIG2/AIRP5/ATWRKY70/ARR10/ATPAD4/BG4	18	1	4.275534441805226
GO:0009813	flavonoid biosynthetic process	7	421	83/21384	0.08433734939759036	4.2837764359099095	4.247772811337755	0.0012519160189177906	0.031503544047438964	0.02671418994128416	MYBD/ABC1K1/anac078/ATFLS1/ATMYB12/UGT78D2/AtDMR6	7	1	1.66270783847981
GO:0009626	plant-type hypersensitive response	8	421	107/21384	0.07476635514018691	3.79763358270251	4.111271648804161	0.0012610425065450908	0.031503544047438964	0.02671418994128416	anac089/ATWRKY52/CRK34/ATMYB30/ABCG36/XLG2/ATCNGC2/ATPAD4	8	1	1.9002375296912115
GO:0034050	symbiont-induced defense-related programmed cell death	8	421	108/21384	0.07407407407407407	3.7624703087885987	4.078619154966561	0.0013390271284126382	0.032864893906127735	0.027868579385430164	anac089/ATWRKY52/CRK34/ATMYB30/ABCG36/XLG2/ATCNGC2/ATPAD4	8	1	1.9002375296912115
GO:0009639	response to red or far red light	13	421	249/21384	0.05220883534136546	2.6518616031823252	3.7155307037060474	0.0013944492328074127	0.033491836610138465	0.028400210571179453	KAI2/ANAC013/GAI/ABC1K3/BLH1/BBX11/ATMYB30/ABC1K1/PIF8/HY5/AT-EXP1/ATCSN7/ATR4	13	1	3.0878859857482186
GO:0009608	response to symbiont	3	421	12/21384	0.25	12.69833729216152	5.744349135451479	0.0014603302596271953	0.033491836610138465	0.028400210571179453	BLH1/COR78/GWD	3	1	0.7125890736342043
GO:0009804	coumarin metabolic process	3	421	12/21384	0.25	12.69833729216152	5.744349135451479	0.0014603302596271953	0.033491836610138465	0.028400210571179453	ABCG36/UGT78D2/FEP3	3	1	0.7125890736342043
GO:0051131	chaperone-mediated protein complex assembly	3	421	12/21384	0.25	12.69833729216152	5.744349135451479	0.0014603302596271953	0.033491836610138465	0.028400210571179453	Hop3/HSP60/Hop2	3	1	0.7125890736342043
GO:0042430	indole-containing compound metabolic process	7	421	86/21384	0.08139534883720931	4.134342374192123	4.127384197857664	0.0015408306214076222	0.03476809740885909	0.02948244669484534	ABCG36/AtMYB51/BGLU26/ATMAPK3/ATWRKY70/ATR4/ATPAD4	7	1	1.66270783847981
GO:0009962	regulation of flavonoid biosynthetic process	4	421	26/21384	0.15384615384615385	7.814361410560935	4.926973143403079	0.0015706711949607624	0.03487887304365248	0.029576381565927807	MYBD/ABC1K1/anac078/ATMYB12	4	1	0.9501187648456058
GO:1901615	organic hydroxy compound metabolic process	16	421	351/21384	0.045584045584045586	2.315366343869907	3.521261849612126	0.001718318542108256	0.03756136938139766	0.03185106902888166	NA/ABC1K3/CBP60f/CVP1/AtTAT1/UGT71C5/PBL40/DLO1/AACT2/ATMYB12/UGT78D2/ATPDX2/ATPDX1.1/NA/AtDMR6/ATPAD4	16	1	3.800475059382423
GO:0080142	regulation of salicylic acid biosynthetic process	3	421	13/21384	0.23076923076923078	11.721542115841405	5.479805685473654	0.0018708361701447148	0.03898362662514469	0.033057106359082114	CBP60f/PBL40/ATPAD4	3	1	0.7125890736342043
GO:2000068	regulation of defense response to insect	3	421	13/21384	0.23076923076923078	11.721542115841405	5.479805685473654	0.0018708361701447148	0.03898362662514469	0.033057106359082114	CAMTA3/ATGPX7/ATPAD4	3	1	0.7125890736342043
GO:0140014	mitotic nuclear division	6	421	66/21384	0.09090909090909091	4.617577197149644	4.1712401590821155	0.001885487021347604	0.03898362662514469	0.033057106359082114	NA/CAP-H/AtTPX2/CAP-D3/BUBR1/CAP-D2	6	1	1.4251781472684086
GO:1901617	organic hydroxy compound biosynthetic process	12	421	227/21384	0.05286343612334802	2.685110969267634	3.6171210243168166	0.0018948438960041739	0.03898362662514469	0.033057106359082114	NA/ABC1K3/CBP60f/CVP1/AtTAT1/PBL40/ATMYB12/UGT78D2/ATPDX2/ATPDX1.1/NA/ATPAD4	12	1	2.8503562945368173
GO:0002831	regulation of response to biotic stimulus	13	421	259/21384	0.05019305019305019	2.549473124294977	3.55536522060851	0.00197692234697527	0.03951020519169146	0.033503631354001945	ATGLR3.3/CAMTA3/ABCG36/FLS2/NA/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/AtDBP1/ATPAD4	13	1	3.0878859857482186
GO:0032101	regulation of response to external stimulus	13	421	259/21384	0.05019305019305019	2.549473124294977	3.55536522060851	0.00197692234697527	0.03951020519169146	0.033503631354001945	ATGLR3.3/CAMTA3/ABCG36/FLS2/NA/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/AtDBP1/ATPAD4	13	1	3.0878859857482186
GO:0031537	regulation of anthocyanin metabolic process	4	421	28/21384	0.14285714285714285	7.256192738378011	4.694375527676826	0.0020854930877570502	0.04109302577143822	0.0348458222372453	MYBD/ABC1K1/HY5/ARR10	4	1	0.9501187648456058
GO:0000278	mitotic cell cycle	13	421	264/21384	0.04924242424242424	2.501187648456057	3.478072556878218	0.0023359516467025086	0.044969043879604396	0.03813258526941362	SCL28/NA/ATCESA3/APC1/AtCDC48C/CAP-H/AtTPX2/CYC1BAT/CAP-D3/AtAUR1/BUBR1/UBC20/CAP-D2	13	1	3.0878859857482186
GO:0045332	phospholipid translocation	3	421	14/21384	0.21428571428571427	10.884289107567016	5.242710117671478	0.002346490495504733	0.044969043879604396	0.03813258526941362	ACA.l/ALA4/ALA1	3	1	0.7125890736342043
GO:0071407	cellular response to organic cyclic compound	10	421	174/21384	0.05747126436781609	2.9191579981980507	3.6021655537948036	0.0024250179968614677	0.045845948346070184	0.038876177559927096	GAI/CML38/CAMTA3/ABCG36/ATWRKY54/BSK5/ATGSL05/ATWRKY70/BRON/ATPAD4	10	1	2.375296912114014
GO:0048580	regulation of post-embryonic development	17	421	401/21384	0.04239401496259352	2.153334004655819	3.3040159986481914	0.0026742104661536844	0.049565272088817086	0.042030067825963545	ATMYB13/CIB5/anac089/GAI/ATMYB30/PIF8/ABCG36/UGT71C5/HY5/AtHMP53/GER5/AtTCP7/ATMAPK3/ATET2/ATJ/ERD10/AtGRF3	17	1	4.038004750593824
GO:0031347	regulation of defense response	15	421	336/21384	0.044642857142857144	2.2675602307431286	3.318803005990432	0.002882446187213495	0.049565272088817086	0.042030067825963545	AtSRT2/ATGLR3.3/CAMTA3/ABCG36/ATWRKY54/FLS2/NA/ATGPX7/XLG2/PBL40/ATGSL05/ATWRKY70/DRN1/AtDBP1/ATPAD4	15	1	3.5629453681710213
GO:0006570	tyrosine metabolic process	3	421	15/21384	0.2	10.158669833729217	5.028455161379841	0.0028905660373437707	0.049565272088817086	0.042030067825963545	ADT3/AtTAT1/AtTAT2	3	1	0.7125890736342043
GO:0010120	camalexin biosynthetic process	3	421	15/21384	0.2	10.158669833729217	5.028455161379841	0.0028905660373437707	0.049565272088817086	0.042030067825963545	ATMAPK3/ATWRKY70/ATPAD4	3	1	0.7125890736342043
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	3	421	15/21384	0.2	10.158669833729217	5.028455161379841	0.0028905660373437707	0.049565272088817086	0.042030067825963545	AtCDC20.1/AtCDC20.2/CCS52B	3	1	0.7125890736342043
GO:0052317	camalexin metabolic process	3	421	15/21384	0.2	10.158669833729217	5.028455161379841	0.0028905660373437707	0.049565272088817086	0.042030067825963545	ATMAPK3/ATWRKY70/ATPAD4	3	1	0.7125890736342043
GO:0009696	salicylic acid metabolic process	5	421	50/21384	0.1	5.0793349168646085	4.09248285110335	0.002955470744284839	0.049565272088817086	0.042030067825963545	CBP60f/PBL40/DLO1/AtDMR6/ATPAD4	5	1	1.187648456057007
GO:0044273	sulfur compound catabolic process	5	421	50/21384	0.1	5.0793349168646085	4.09248285110335	0.002955470744284839	0.049565272088817086	0.042030067825963545	ATHOL1/ABCG36/BGLU26/GGT1/AtGGCT2;1	5	1	1.187648456057007
GO:0051225	spindle assembly	5	421	50/21384	0.1	5.0793349168646085	4.09248285110335	0.002955470744284839	0.049565272088817086	0.042030067825963545	QWRF1/NA/AtAUG3/AtTPX2/ATK1	5	1	1.187648456057007
GO:0051093	negative regulation of developmental process	10	421	179/21384	0.055865921787709494	2.837617271991401	3.4987353260383016	0.0029760420696645	0.049565272088817086	0.042030067825963545	anac089/GAI/ATMYB30/PIF8/ATWRKY54/HB-7/AtHMP53/ATWRKY70/HDG12/BB	10	1	2.375296912114014
GO:0014070	response to organic cyclic compound	3	11	361/21384	0.008310249307479225	16.155124653739612	6.588153150087906	7.11871354557008e-4	0.04806472333414205	0.019596440202948946	ARL/Rap2.6L/anac081	3	3	27.27272727272727
GO:0046165	alcohol biosynthetic process	2	11	88/21384	0.022727272727272728	44.18181818181818	9.208548062146177	8.989282822724861e-4	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0044242	cellular lipid catabolic process	2	11	111/21384	0.018018018018018018	35.027027027027025	8.153968757024444	0.0014244116434046522	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0016042	lipid catabolic process	2	11	125/21384	0.016	31.104	7.657829868260252	0.001801130704256803	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0006066	alcohol metabolic process	2	11	151/21384	0.013245033112582781	25.74834437086093	6.923518579795152	0.0026128405187237818	0.04806472333414205	0.019596440202948946	ERF55/AtNCER2	2	3	18.181818181818183
GO:0009751	response to salicylic acid	2	11	199/21384	0.010050251256281407	19.537688442211053	5.960268172257385	0.004484489241683984	0.04806472333414205	0.019596440202948946	Rap2.6L/anac081	2	3	18.181818181818183
