ID	Description	gene_count	total_in_cluster	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	cluster	percent_genes
GO:0009636	response to toxic substance	4	33	186/21384	0.021505376344086023	13.935483870967744	6.965846252219701	1.8616384568065638e-4	0.0036725049557002213	0.002244654981412699	JAO2/AT103-1A/ATGSTU17/NA	4	1	12.121212121212121
GO:0043603	amide metabolic process	4	33	191/21384	0.020942408376963352	13.570680628272251	6.860589511139143	2.0606022965931385e-4	0.003726255819672592	0.0022775078014976797	NA/AT103-1A/NA/ATGSTU17	4	1	12.121212121212121
GO:0009620	response to fungus	5	33	379/21384	0.013192612137203167	8.548812664907652	5.82933598617872	2.686534266017607e-4	0.0044844456594293905	0.002740917550754806	JAO2/ATLOX3/NA/AOC3/ATCLH1	5	1	15.151515151515152
GO:0006525	arginine metabolic process	2	33	20/21384	0.1	64.8	11.222162924574539	4.3122709899678566e-4	0.006684020034450178	0.0040853093589169175	ADC2/NA	2	1	6.0606060606060606
GO:0009867	jasmonic acid mediated signaling pathway	3	33	107/21384	0.028037383177570093	18.16822429906542	6.999133033946874	5.957644233936294e-4	0.008618725325094506	0.00526781174369104	JAO2/JAZ5/AtJAZ1	3	1	9.090909090909092
GO:0071395	cellular response to jasmonic acid stimulus	3	33	111/21384	0.02702702702702703	17.513513513513512	6.857546847255141	6.630027601139905e-4	0.00885970682704474	0.005415100946920386	JAO2/JAZ5/AtJAZ1	3	1	9.090909090909092
GO:0006575	cellular modified amino acid metabolic process	3	33	115/21384	0.02608695652173913	16.90434782608696	6.723159697412925	7.349065570820522e-4	0.00885970682704474	0.005415100946920386	AT103-1A/NA/ATGSTU17	3	1	9.090909090909092
GO:0071398	cellular response to fatty acid	3	33	115/21384	0.02608695652173913	16.90434782608696	6.723159697412925	7.349065570820522e-4	0.00885970682704474	0.005415100946920386	JAO2/JAZ5/AtJAZ1	3	1	9.090909090909092
GO:0170041	non-proteinogenic amino acid metabolic process	2	33	35/21384	0.05714285714285714	37.028571428571425	8.386378770963885	0.0013310166790498968	0.015201611544938294	0.009291307565666871	NA/PYD1	2	1	6.0606060606060606
GO:0098754	detoxification	3	33	162/21384	0.018518518518518517	12	5.525088195938291	0.001970702289324565	0.021382119839171532	0.01306886781341554	AT103-1A/ATGSTU17/NA	3	1	9.090909090909092
GO:0006633	fatty acid biosynthetic process	3	33	165/21384	0.01818181818181818	11.781818181818181	5.46579950807495	0.002076401968005876	0.021456153669394053	0.013114117692668691	ATLOX3/AOC1/AOC3	3	1	9.090909090909092
GO:0009407	toxin catabolic process	2	33	46/21384	0.043478260869565216	28.17391304347826	7.253313009527835	0.0022908805682894627	0.022596412878127883	0.013811050316003461	AT103-1A/ATGSTU17	2	1	6.0606060606060606
GO:0002832	negative regulation of response to biotic stimulus	2	33	51/21384	0.0392156862745098	25.411764705882355	6.861838216320067	0.002808541404830805	0.025393895202011862	0.015520886710907083	JAO2/AtPAM16	2	1	6.0606060606060606
GO:0032102	negative regulation of response to external stimulus	2	33	51/21384	0.0392156862745098	25.411764705882355	6.861838216320067	0.002808541404830805	0.025393895202011862	0.015520886710907083	JAO2/AtPAM16	2	1	6.0606060606060606
GO:0040034	regulation of development, heterochronic	2	33	53/21384	0.03773584905660377	24.452830188679243	6.720626554954244	0.0030295877833096964	0.026296821959128164	0.016072760450400916	A-PTF-1/FLR1	2	1	6.0606060606060606
GO:0008652	amino acid biosynthetic process	3	33	196/21384	0.015306122448979591	9.918367346938775	4.931176962812529	0.003379104721080127	0.028202527864399522	0.017237538253283242	PSAT1/NA/PYD1	3	1	9.090909090909092
GO:0006520	amino acid metabolic process	4	33	419/21384	0.00954653937947494	6.186157517899761	4.214901783987669	0.0037930745506950547	0.02981279607654055	0.01822174293302988	PSAT1/ADC2/NA/PYD1	4	1	12.121212121212121
GO:0006749	glutathione metabolic process	2	33	60/21384	0.03333333333333333	21.599999999999998	6.281895191754964	0.003865285918207154	0.02981279607654055	0.01822174293302988	AT103-1A/ATGSTU17	2	1	6.0606060606060606
GO:0009404	toxin metabolic process	2	33	61/21384	0.03278688524590164	21.24590163934426	6.22529683441117	0.003992469444328429	0.02981279607654055	0.01822174293302988	AT103-1A/ATGSTU17	2	1	6.0606060606060606
GO:0009064	glutamine family amino acid metabolic process	2	33	62/21384	0.03225806451612903	20.903225806451612	6.170033515004404	0.0041215847110424725	0.02981279607654055	0.01822174293302988	ADC2/NA	2	1	6.0606060606060606
GO:0170039	proteinogenic amino acid metabolic process	3	33	237/21384	0.012658227848101266	8.202531645569621	4.38346096117761	0.005738948153402812	0.0398318287349881	0.02434543012664808	PSAT1/ADC2/NA	3	1	9.090909090909092
GO:0170033	L-amino acid metabolic process	3	33	239/21384	0.012552301255230125	8.133891213389122	4.3601734467873685	0.005873818062302393	0.0398318287349881	0.02434543012664808	PSAT1/ADC2/NA	3	1	9.090909090909092
GO:0031348	negative regulation of defense response	2	33	77/21384	0.025974025974025976	16.83116883116883	5.471159397250387	0.006286144182026646	0.04059718074081651	0.024813217430719767	JAO2/AtPAM16	2	1	6.0606060606060606
GO:0072330	monocarboxylic acid biosynthetic process	3	33	246/21384	0.012195121951219513	7.902439024390245	4.28075490735996	0.006360848595335305	0.04059718074081651	0.024813217430719767	ATLOX3/AOC1/AOC3	3	1	9.090909090909092
GO:0048585	negative regulation of response to stimulus	3	33	252/21384	0.011904761904761904	7.7142857142857135	4.21513962401428	0.00679702849940315	0.04214157669629953	0.025757160629317207	JAO2/AtPAM16/ATGSTU17	3	1	9.090909090909092
GO:0002831	regulation of response to biotic stimulus	3	33	259/21384	0.011583011583011582	7.505791505791505	4.1412728197435085	0.007328005979248518	0.04297776479721428	0.026268243339553726	JAO2/ILL5/AtPAM16	3	1	9.090909090909092
GO:0032101	regulation of response to external stimulus	3	33	259/21384	0.011583011583011582	7.505791505791505	4.1412728197435085	0.007328005979248518	0.04297776479721428	0.026268243339553726	JAO2/ILL5/AtPAM16	3	1	9.090909090909092
GO:0042793	plastid transcription	4	30	15/21384	0.26666666666666666	190.07999999999998	27.45708636492035	4.2490311360147884e-9	8.83798476291076e-7	6.351183382253685e-7	FLN2/BSM/HMR/PAP7	4	2	13.333333333333334
GO:0009657	plastid organization	6	30	296/21384	0.02027027027027027	14.44864864864865	8.732973309519899	3.001841912551329e-6	3.121915589053382e-4	2.2434818504330986e-4	AtRNJ/FLN2/MRL7-L/PUMPKIN/ATNOA1/PAP7	6	2	20
GO:0009658	chloroplast organization	5	30	218/21384	0.022935779816513763	16.34862385321101	8.53755707581363	1.217628449074101e-5	8.442223913580432e-4	6.066780342755169e-4	AtRNJ/FLN2/MRL7-L/PUMPKIN/PAP7	5	2	16.666666666666664
GO:0043414	macromolecule methylation	3	30	80/21384	0.0375	26.73	8.641905821991218	1.9031665510856605e-4	0.009896466065645435	0.007111832901425363	AtTRM1c/NA/PRMA	3	2	10
GO:0008033	tRNA processing	3	30	102/21384	0.029411764705882353	20.964705882352938	7.5755140709302875	3.895422031068683e-4	0.01620495564924572	0.011645261650773746	pde194/AtTRM1c/CPZ	3	2	10
GO:0016072	rRNA metabolic process	4	30	265/21384	0.01509433962264151	10.759245283018867	5.991807075106486	4.902452098709855e-4	0.0169951672755275	0.012213126280996483	RH39/AtERG1/NA/BSM	4	2	13.333333333333334
GO:0032259	methylation	3	30	135/21384	0.022222222222222223	15.840000000000002	6.483161839816756	8.818311881540856e-4	0.026202983876578545	0.018830079506448147	AtTRM1c/NA/PRMA	3	2	10
GO:0042026	protein refolding	2	30	37/21384	0.05405405405405406	38.52972972972973	8.56373460871404	0.0012290709066815112	0.03195584357371929	0.022964219572207185	HSP60/CPN60a2	2	2	6.666666666666667
GO:0009451	RNA modification	4	30	359/21384	0.011142061281337047	7.942061281337048	4.9719069402072344	0.0015160474141134054	0.03503754023728759	0.025178799158374687	pde194/AtTRM1c/NA/EMB166	4	2	13.333333333333334
GO:0042255	ribosome assembly	2	30	48/21384	0.041666666666666664	29.7	7.461073876621091	0.0020618255338181453	0.04288597110341742	0.03081886587391333	RH39/AtERG1	2	2	6.666666666666667
GO:0006399	tRNA metabolic process	3	30	189/21384	0.015873015873015872	11.314285714285713	5.33837005021561	0.002314364908413843	0.04376253645000722	0.031448786315288586	pde194/AtTRM1c/CPZ	3	2	10
GO:0010027	thylakoid membrane organization	2	30	54/21384	0.037037037037037035	26.4	7.004715404131697	0.002602045451255749	0.04510212115509964	0.03241144334020319	ATNOA1/PAP7	2	2	6.666666666666667
GO:0006364	rRNA processing	15	32	243/21384	0.06172839506172839	41.25	24.42847101128587	2.0978060786269854e-21	1.811811531098018e-19	1.335019022914329e-19	NA/RH29/NA/AtRRP6L2/AtGHS40/NA/NA/NA/AtLa1/AtPEIP1/PES/NA/NA/EMB2777/NOF1	15	3	46.875
GO:0022613	ribonucleoprotein complex biogenesis	17	32	413/21384	0.04116222760290557	27.506658595641646	21.057677341744398	2.2647644138725226e-21	1.811811531098018e-19	1.335019022914329e-19	NA/RH29/NA/AtRRP6L2/AtGHS40/NA/AtRuvBL1/NA/NA/AtLa1/AtPEIP1/PES/NA/NA/NA/EMB2777/NOF1	17	3	53.125
GO:0042254	ribosome biogenesis	16	32	336/21384	0.047619047619047616	31.82142857142857	22.044843105684023	4.6258985348531926e-21	2.467145885255036e-19	1.8178969680826582e-19	NA/RH29/NA/AtRRP6L2/AtGHS40/NA/NA/NA/AtLa1/AtPEIP1/PES/NA/NA/NA/EMB2777/NOF1	16	3	50
GO:0016072	rRNA metabolic process	15	32	265/21384	0.05660377358490566	37.82547169811321	23.352028233399807	7.858869529065136e-21	3.1435478116260545e-19	2.3162983875139347e-19	NA/RH29/NA/AtRRP6L2/AtGHS40/NA/NA/NA/AtLa1/AtPEIP1/PES/NA/NA/EMB2777/NOF1	15	3	46.875
GO:0042274	ribosomal small subunit biogenesis	7	32	93/21384	0.07526881720430108	50.29838709677419	18.444470057080807	7.203872963149439e-11	2.3052393482078206e-9	1.6985974144689203e-9	NA/NA/NA/NA/NA/EMB2777/NOF1	7	3	21.875
GO:0030490	maturation of SSU-rRNA	6	32	51/21384	0.11764705882352941	78.61764705882352	21.483726815120153	1.1733623331161863e-10	3.1289662216431636e-9	2.305554058052857e-9	NA/NA/NA/NA/EMB2777/NOF1	6	3	18.75
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	32	34/21384	0.11764705882352941	78.61764705882352	17.534404408014893	1.8553834831407044e-7	4.240876532893039e-6	3.1248563926580287e-6	NA/NA/EMB2777/NOF1	4	3	12.5
GO:0000470	maturation of LSU-rRNA	3	32	34/21384	0.08823529411764706	58.96323529411765	13.09432644452268	1.7649096289738905e-5	3.529819257947781e-4	2.600919453224681e-4	AtPEIP1/PES/NA	3	3	9.375
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	32	11/21384	0.18181818181818182	121.5	15.475356887386518	1.1832056935193613e-4	0.0021034767884788646	0.0015499302651949525	NA/NA	2	3	6.25
GO:0042273	ribosomal large subunit biogenesis	3	32	67/21384	0.04477611940298507	29.921641791044774	9.178830041053242	1.3663015940645605e-4	0.002186082550503297	0.001610797668791903	AtPEIP1/PES/NA	3	3	9.375
GO:0006399	tRNA metabolic process	4	32	189/21384	0.021164021164021163	14.142857142857142	7.025771251490142	1.7513881114993325e-4	0.0025470673215382783	0.0018767864474492576	ATKRS-1/AtRRP6L2/AtLa1/AtELP2	4	3	12.5
GO:0031123	RNA 3'-end processing	3	32	75/21384	0.04	26.73	8.641296560943353	1.9103004911537086e-4	0.0025470673215382783	0.0018767864474492576	AtRRP6L2/NA/AtLa1	3	3	9.375
GO:0031126	sno(s)RNA 3'-end processing	2	32	15/21384	0.13333333333333333	89.1	13.213548562168501	2.2504149561324157e-4	0.0027697414844706655	0.002040862146452069	AtRRP6L2/AtLa1	2	3	6.25
GO:0016074	sno(s)RNA metabolic process	2	32	19/21384	0.10526315789473684	70.34210526315789	11.706104630764125	3.6512847072589e-4	0.0038947036877428265	0.002869781664652609	AtRRP6L2/AtLa1	2	3	6.25
GO:0043144	sno(s)RNA processing	2	32	19/21384	0.10526315789473684	70.34210526315789	11.706104630764125	3.6512847072589e-4	0.0038947036877428265	0.002869781664652609	AtRRP6L2/AtLa1	2	3	6.25
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	32	20/21384	0.1	66.825	11.401306153230554	4.053193551307396e-4	0.004053193551307396	0.0029865636693843967	AtPEIP1/PES	2	3	6.25
GO:0000460	maturation of 5.8S rRNA	2	32	33/21384	0.06060606060606061	40.5	8.790933241751869	0.001112768269434205	0.010473113124086636	0.007717030723011205	AtRRP6L2/NA	2	3	6.25
GO:0000154	rRNA modification	2	32	41/21384	0.04878048780487805	32.59756097560976	7.839850543728926	0.001715310000552796	0.015247200004913742	0.011234778950989071	NA/NA	2	3	6.25
GO:0140053	mitochondrial gene expression	2	32	68/21384	0.029411764705882353	19.65441176470588	5.964488233577537	0.004646828775722048	0.039131189690290925	0.028833508192845945	NA/MGP3	2	3	6.25
GO:0001510	RNA methylation	4	12	68/21384	0.058823529411764705	104.8235294117647	20.318879143760356	4.540292586938167e-8	2.7675319199857744e-6	6.936170225528256e-7	AtTRM4a/AtTRM5b/AtTRM4d/AtTRM5c	4	4	33.33333333333333
GO:0043414	macromolecule methylation	4	12	80/21384	0.05	89.10000000000001	18.70650625237561	8.785815619002459e-8	2.7675319199857744e-6	6.936170225528256e-7	AtTRM4a/AtTRM5b/AtTRM4d/AtTRM5c	4	4	33.33333333333333
GO:0032259	methylation	4	12	135/21384	0.02962962962962963	52.800000000000004	14.306379920010045	7.230577988049048e-7	1.5184213774903001e-5	3.805567362131078e-6	AtTRM4a/AtTRM5b/AtTRM4d/AtTRM5c	4	4	33.33333333333333
GO:0009451	RNA modification	4	12	359/21384	0.011142061281337047	19.85515320334262	8.537125106944169	3.476100505820253e-5	5.474858296666898e-4	1.3721449365079944e-4	AtTRM4a/AtTRM5b/AtTRM4d/AtTRM5c	4	4	33.33333333333333
GO:0030488	tRNA methylation	2	12	26/21384	0.07692307692307693	137.07692307692307	16.45103482607916	9.3121412903867e-5	0.001173329802588724	2.9406761969642207e-4	AtTRM5b/AtTRM5c	2	4	16.666666666666664
GO:0009152	purine ribonucleotide biosynthetic process	2	12	68/21384	0.029411764705882353	52.41176470588235	10.061586612830908	6.442180902106438e-4	0.006764289947211759	0.0016953107637122202	NA/NA	2	4	16.666666666666664
GO:0006400	tRNA modification	2	12	75/21384	0.02666666666666667	47.52	9.5629340630386	7.830589348837227e-4	0.007047530413953505	0.0017662983493617805	AtTRM5b/AtTRM5c	2	4	16.666666666666664
GO:0006164	purine nucleotide biosynthetic process	2	12	88/21384	0.022727272727272728	40.5	8.798158283181786	0.0010758293545153968	0.00756705765227791	0.001896505677262634	NA/NA	2	4	16.666666666666664
GO:0009260	ribonucleotide biosynthetic process	2	12	92/21384	0.021739130434782608	38.73913043478261	8.595673926200778	0.0011749764621290615	0.00756705765227791	0.001896505677262634	NA/NA	2	4	16.666666666666664
GO:0046390	ribose phosphate biosynthetic process	2	12	97/21384	0.020618556701030927	36.74226804123711	8.360131384454688	0.001304866345242953	0.00756705765227791	0.001896505677262634	NA/NA	2	4	16.666666666666664
GO:1901137	carbohydrate derivative biosynthetic process	3	12	415/21384	0.007228915662650603	12.881927710843373	5.791945312089785	0.0014013039074125516	0.00756705765227791	0.001896505677262634	NA/NA/AtTRM5c	3	4	25
GO:0008033	tRNA processing	2	12	102/21384	0.0196078431372549	34.94117647058824	8.141850365764311	0.001441344314719602	0.00756705765227791	0.001896505677262634	AtTRM5b/AtTRM5c	2	4	16.666666666666664
GO:0009165	nucleotide biosynthetic process	2	12	126/21384	0.015873015873015872	28.28571428571428	7.278833021903878	0.0021871471223437436	0.01059925143905045	0.002656453994749486	NA/NA	2	4	16.666666666666664
GO:0072522	purine-containing compound biosynthetic process	2	12	132/21384	0.015151515151515152	27	7.100072251614594	0.002396793038676881	0.01067495042332094	0.0026754261712583806	NA/NA	2	4	16.666666666666664
GO:0009150	purine ribonucleotide metabolic process	2	12	136/21384	0.014705882352941176	26.205882352941174	6.987385245092392	0.002541654862695462	0.01067495042332094	0.0026754261712583806	NA/NA	2	4	16.666666666666664
GO:0009259	ribonucleotide metabolic process	2	12	161/21384	0.012422360248447204	22.136645962732917	6.378932142989459	0.0035383940234281906	0.0139324264672485	0.003491836207330451	NA/NA	2	4	16.666666666666664
GO:0019693	ribose phosphate metabolic process	2	12	170/21384	0.011764705882352941	20.96470588235294	6.1926773532932575	0.003935301201130437	0.014583763274777504	0.00365507851498183	NA/NA	2	4	16.666666666666664
GO:0006399	tRNA metabolic process	2	12	189/21384	0.010582010582010581	18.857142857142858	5.842900933132004	0.004838278805141066	0.016933975817993732	0.004244104215036023	AtTRM5b/AtTRM5c	2	4	16.666666666666664
GO:1901293	nucleoside phosphate biosynthetic process	2	12	207/21384	0.00966183574879227	17.217391304347824	5.555668300997464	0.00577395295751467	0.018530419292524022	0.004644215361534842	NA/NA	2	4	16.666666666666664
GO:0006163	purine nucleotide metabolic process	2	12	209/21384	0.009569377990430622	17.052631578947366	5.525989179616366	0.005882672791277467	0.018530419292524022	0.004644215361534842	NA/NA	2	4	16.666666666666664
GO:0051131	chaperone-mediated protein complex assembly	1	12	12/21384	0.08333333333333333	148.5	12.11050961550813	0.006714983543463671	0.020144950630391012	0.005048859807115541	LON1	1	4	8.333333333333332
GO:0009117	nucleotide metabolic process	2	12	257/21384	0.007782101167315175	13.867704280155642	4.917575940815876	0.00877090759913875	0.02511668994298824	0.006294909760147427	NA/NA	2	4	16.666666666666664
GO:0070475	rRNA base methylation	1	12	17/21384	0.058823529411764705	104.8235294117647	10.147307757300249	0.009500674096671657	0.026023585569144105	0.006522201897028597	AtTRM4d	1	4	8.333333333333332
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	1	12	18/21384	0.05555555555555555	99	9.856054004370824	0.010056952091282323	0.026399499239616098	0.0066164158495278435	LON1	1	4	8.333333333333332
GO:0072521	purine-containing compound metabolic process	2	12	297/21384	0.006734006734006734	12	4.523409117211953	0.011574695561753306	0.029168232815618332	0.007310334039002088	NA/NA	2	4	16.666666666666664
GO:0010020	chloroplast fission	1	12	24/21384	0.041666666666666664	74.25	8.507755176855786	0.013388610510269738	0.029461395555567777	0.0073838084099167355	ATFTSZ2-1	1	4	8.333333333333332
GO:0043572	plastid fission	1	12	24/21384	0.041666666666666664	74.25	8.507755176855786	0.013388610510269738	0.029461395555567777	0.0073838084099167355	ATFTSZ2-1	1	4	8.333333333333332
GO:0009126	purine nucleoside monophosphate metabolic process	1	12	26/21384	0.038461538461538464	68.53846153846153	8.16506985714952	0.014496877178136525	0.029461395555567777	0.0073838084099167355	NA	1	4	8.333333333333332
GO:0009127	purine nucleoside monophosphate biosynthetic process	1	12	26/21384	0.038461538461538464	68.53846153846153	8.16506985714952	0.014496877178136525	0.029461395555567777	0.0073838084099167355	NA	1	4	8.333333333333332
GO:0009167	purine ribonucleoside monophosphate metabolic process	1	12	26/21384	0.038461538461538464	68.53846153846153	8.16506985714952	0.014496877178136525	0.029461395555567777	0.0073838084099167355	NA	1	4	8.333333333333332
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	1	12	26/21384	0.038461538461538464	68.53846153846153	8.16506985714952	0.014496877178136525	0.029461395555567777	0.0073838084099167355	NA	1	4	8.333333333333332
GO:0031167	rRNA methylation	1	12	27/21384	0.037037037037037035	66	8.008062853027669	0.01505058246298796	0.029630834224007547	0.007426274241605901	AtTRM4d	1	4	8.333333333333332
GO:0006753	nucleoside phosphate metabolic process	2	12	384/21384	0.005208333333333333	9.28125	3.880200959104465	0.01884642773788932	0.0350549448588345	0.008785700465873306	NA/NA	2	4	16.666666666666664
GO:0000470	maturation of LSU-rRNA	1	12	34/21384	0.029411764705882353	52.41176470588235	7.108948832315331	0.01891854166984719	0.0350549448588345	0.008785700465873306	AtTRM4d	1	4	8.333333333333332
GO:0090407	organophosphate biosynthetic process	2	12	395/21384	0.005063291139240506	9.022784810126582	3.8135564188441307	0.019874930683591575	0.03577487523046483	0.008966134142973644	NA/NA	2	4	16.666666666666664
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	1	12	39/21384	0.02564102564102564	45.692307692307686	6.6194112278945365	0.021672839376660757	0.03583626521016824	0.008981520102799056	NA	1	4	8.333333333333332
GO:0009145	purine nucleoside triphosphate biosynthetic process	1	12	40/21384	0.025	44.550000000000004	6.532547963980523	0.022222847618753927	0.03583626521016824	0.008981520102799056	NA	1	4	8.333333333333332
GO:0000154	rRNA modification	1	12	41/21384	0.024390243902439025	43.463414634146346	6.448838023249253	0.022772572404575198	0.03583626521016824	0.008981520102799056	AtTRM4d	1	4	8.333333333333332
GO:0009156	ribonucleoside monophosphate biosynthetic process	1	12	41/21384	0.024390243902439025	43.463414634146346	6.448838023249253	0.022772572404575198	0.03583626521016824	0.008981520102799056	NA	1	4	8.333333333333332
GO:0055086	nucleobase-containing small molecule metabolic process	2	12	430/21384	0.004651162790697674	8.288372093023256	3.6177091874146856	0.023302806594712615	0.03583626521016824	0.008981520102799056	NA/NA	2	4	16.666666666666664
GO:0009161	ribonucleoside monophosphate metabolic process	1	12	42/21384	0.023809523809523808	42.42857142857142	6.3680930924763315	0.023322013866934888	0.03583626521016824	0.008981520102799056	NA	1	4	8.333333333333332
GO:0009124	nucleoside monophosphate biosynthetic process	1	12	46/21384	0.021739130434782608	38.73913043478261	6.0715043128204895	0.025516949135995448	0.03827542370399317	0.009592838021050919	NA	1	4	8.333333333333332
GO:0009123	nucleoside monophosphate metabolic process	1	12	49/21384	0.02040816326530612	36.367346938775505	5.872953433513219	0.027160182190804405	0.03979282507024831	0.009973139115350454	NA	1	4	8.333333333333332
GO:0009201	ribonucleoside triphosphate biosynthetic process	1	12	51/21384	0.0196078431372549	34.94117647058824	5.750271777176674	0.02825425935832937	0.040454962263062506	0.01013908828648183	NA	1	4	8.333333333333332
GO:0009142	nucleoside triphosphate biosynthetic process	1	12	54/21384	0.018518518518518517	33	5.578966951417198	0.029893260451671844	0.041850564632340576	0.010488863316376086	NA	1	4	8.333333333333332
GO:1901659	glycosyl compound biosynthetic process	1	12	64/21384	0.015625	27.84375	5.0961468087252735	0.03533831330299586	0.048398124741059555	0.012129855824826953	AtTRM5c	1	4	8.333333333333332
GO:0042273	ribosomal large subunit biogenesis	1	12	67/21384	0.014925373134328358	26.597014925373134	4.972399781226953	0.03696635762528899	0.049550649582834186	0.012418709168630119	AtTRM4d	1	4	8.333333333333332
