Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family	cluster
AT3G02150	AT4G35060	0.43899621434834246	Long Down	Short–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short–Long Down	TCP	NA	1
AT3G02150	AT3G25760	0.4388994569447259	Long Down	Short Up–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT5G53290	AT4G35060	0.4339776995466926	Long Up	Short–Long Down	Up	Down	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Up	Short–Long Down	ERF	NA	1
AT3G02150	AT2G30720	0.43331209095744627	Long Down	Short Up–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT3G02150	AT3G12145	0.4331265179939526	Long Down	Short–Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT5G53290	AT2G30720	0.4321319720944705	Long Up	Short Up–Long Down	Up	Down	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Up	Short Up–Long Down	ERF	NA	1
AT5G53290	AT2G29450	0.4221635847334844	Long Up	Frequent	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	ERF	NA	1
AT3G02150	AT5G53750	0.41811918584291435	Long Down	Frequent	Down	Up	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT3G02150	AT2G29450	0.4170666751202871	Long Down	Frequent	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT3G02150	AT3G51450	0.41628097434464556	Long Down	Short–Long Up	Down	Up	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT4G27410	AT2G42760	0.40933757184223274	Short Up–Long Down	Short Up–Long Down	Down	Down	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	Short Up–Long Down	NAC	NA	1
AT3G02150	AT4G35630	0.40533989439335033	Long Down	Short–Long Up	Down	Up	7	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT5G53290	AT3G02150	0.4037479419843328	Long Up	Long Down	Up	Down	9	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Long Up	TF, Long Down	ERF	TCP	1
AT3G02150	AT3G25780	0.4033798963790371	Long Down	Short–Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT4G27410	AT1G17380	0.4018516025792279	Short Up–Long Down	Short–Long Up	Down	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Short–Long Up	NAC	NA	1
AT3G02150	AT2G34810	0.40003400928773697	Long Down	Frequent	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT5G53290	AT5G53750	0.398491878648411	Long Up	Frequent	Up	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	ERF	NA	1
AT5G53290	AT2G34810	0.3953371357026163	Long Up	Frequent	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	ERF	NA	1
AT3G02150	AT4G34710	0.3881329232983289	Long Down	Short–Long Up	Down	Up	7	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT5G53290	AT4G24830	0.3860747460965578	Long Up	Short Down–Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	ERF	NA	1
AT5G53290	AT4G35630	0.384798611422789	Long Up	Short–Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	ERF	NA	1
AT3G02150	AT2G39020	0.3844818731662145	Long Down	Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Long Up	TCP	NA	1
AT5G53290	AT4G34710	0.38397604171217126	Long Up	Short–Long Up	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	ERF	NA	1
AT5G53290	AT2G39020	0.3836853733393828	Long Up	Long Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	ERF	NA	1
AT3G02150	AT3G60690	0.38161804556378925	Long Down	Frequent	Down	Up	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT3G02150	AT4G18140	0.38111071302362054	Long Down	Short Up–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT5G53290	AT3G25780	0.37901317668610607	Long Up	Short–Long Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	ERF	NA	1
AT3G02150	AT1G19180	0.3746978000497059	Long Down	Short–Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT3G02150	AT3G17810	0.3625861552276762	Long Down	Short Up–Long Down	Down	Down	7	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT4G27410	AT3G02150	0.35973515862599686	Short Up–Long Down	Long Down	Down	Down	8	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Up–Long Down	TF, Long Down	NAC	TCP	1
AT1G71260	AT2G33210	0.3519045284410054	Long Up	Long Up	Up	Up	9	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT1G71260	AT3G48500	0.34978505775725377	Long Up	Frequent	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Whirly	NA	2
AT3G02150	AT1G53560	0.3495173245701798	Long Down	Long Down	Down	Down	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Down	Long Down	TCP	NA	1
AT5G53290	AT3G60690	0.3494088575032266	Long Up	Frequent	Up	Up	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	ERF	NA	1
AT2G28450	AT1G69070	0.34899587566320706	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT5G63420	AT1G69200	0.3478251506886005	Long Up	Frequent	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Trihelix	NA	2
AT2G28450	AT5G54910	0.34748770302466053	Short Down–Long Up	Long Up	Up	Up	8	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G27410	AT3G60690	0.3467374542758616	Short Up–Long Down	Frequent	Down	Up	8	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Frequent	NAC	NA	1
AT5G63420	AT3G10690	0.34564879337919596	Long Up	Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT2G28450	AT1G77550	0.3454592216826259	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G12750	AT4G40000	0.3453622181835108	Frequent	Long Up	Up	Up	11	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT3G02150	AT1G69760	0.3451643503519956	Long Down	Short Down–Long Up	Down	Up	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short Down–Long Up	TCP	NA	1
AT3G02150	AT1G75580	0.3448534413950268	Long Down	Frequent	Down	Up	7	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT4G12750	AT4G27340	0.34268224910902284	Frequent	Long Up	Up	Up	11	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT2G28450	AT2G34357	0.3422962449183701	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G12750	AT5G45140	0.3421062051506076	Frequent	Long Up	Up	Up	11	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT1G71260	AT5G18820	0.34177871581456876	Long Up	Short Down–Long Up	Up	Up	9	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	Whirly	NA	2
AT1G71260	AT3G14900	0.3383530763263527	Long Up	Frequent	Up	Up	9	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Whirly	NA	2
AT3G02150	AT4G15260	0.3375143389228084	Long Down	Short Up–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT3G02150	AT5G67480	0.33723489952801805	Long Down	Short–Long Up	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Short–Long Up	TCP	NA	1
AT4G12750	AT4G26600	0.33717131782130033	Frequent	Long Up	Up	Up	11	11	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT3G02150	AT1G19670	0.33454531106718105	Long Down	Frequent	Down	Up	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Down	Frequent	TCP	NA	1
AT2G28450	AT1G77030	0.33363299652845024	Short Down–Long Up	Short Down–Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT4G12750	AT1G63250	0.3333117474794383	Frequent	Short Down–Long Up	Up	Up	11	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	HB-other	NA	4
AT3G02150	AT4G39140	0.33308733433737875	Long Down	Long Down	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Down	Long Down	TCP	NA	1
AT5G63420	AT3G23940	0.3329393387510605	Long Up	Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT5G53290	AT1G69760	0.3327275937877494	Long Up	Short Down–Long Up	Up	Up	9	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	ERF	NA	1
AT3G02150	AT4G35110	0.332684720624584	Long Down	Short Up–Long Down	Down	Down	7	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Down	Short Up–Long Down	TCP	NA	1
AT2G28450	AT3G16840	0.3322976514213197	Short Down–Long Up	Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT1G71260	AT1G66520	0.3319110917986555	Long Up	Long Up	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT5G63420	AT4G09730	0.33162137955190846	Long Up	Short Down–Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	Trihelix	NA	2
AT2G02740	AT3G23940	0.33005511887098027	Short Down–Long Up	Long Up	Up	Up	10	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	Whirly	NA	2
AT4G12750	AT5G60040	0.32947934857906896	Frequent	Long Up	Up	Up	11	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT5G11270	AT3G23940	0.3286138474059566	Long Up	Long Up	Up	Up	5	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	HB-other	NA	2
AT5G53290	AT3G59280	0.32789002429626823	Long Up	Short–Long Up	Up	Up	9	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	ERF	NA	1
AT2G28450	AT4G04940	0.3267674806872924	Short Down–Long Up	Short Down–Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT1G71260	AT5G04885	0.32635483897335343	Long Up	Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Whirly	NA	2
AT1G71260	AT2G21710	0.32585106798863595	Long Up	Short–Long Up	Up	Up	9	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	Whirly	NA	2
AT2G28450	AT3G11710	0.3257434762751058	Short Down–Long Up	Long Up	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT4G12750	AT5G26860	0.3255574004203444	Frequent	Long Up	Up	Up	11	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT2G28450	AT5G35910	0.3255148361922732	Short Down–Long Up	Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT5G53290	AT4G35110	0.3251864198157255	Long Up	Short Up–Long Down	Up	Down	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Long Up	Short Up–Long Down	ERF	NA	1
AT1G71260	AT1G59990	0.3243173752618712	Long Up	Frequent	Up	Up	9	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Whirly	NA	2
AT4G00238	AT5G15550	0.32357196284813994	Long Up	Long Up	Up	Up	5	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	GeBP	NA	3
AT3G02150	AT1G08800	0.3235392431669247	Long Down	Long Down	Down	Down	7	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Down	Long Down	TCP	NA	1
AT2G28450	AT2G31660	0.3232759871744635	Short Down–Long Up	Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G02740	AT3G21300	0.3227884022451335	Short Down–Long Up	Frequent	Up	Up	10	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Frequent	Whirly	NA	2
AT4G00238	AT5G11240	0.3225518214012309	Long Up	Long Up	Up	Up	5	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	GeBP	NA	3
AT2G02740	AT3G48500	0.32244865915394194	Short Down–Long Up	Frequent	Up	Up	10	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Frequent	Whirly	NA	2
AT4G12750	AT3G53170	0.32187179952663836	Frequent	Long Up	Up	Up	11	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Long Up	HB-other	NA	4
AT1G71260	AT2G31840	0.3208972058812136	Long Up	Frequent	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Whirly	NA	2
AT4G12750	AT1G79470	0.32072536621396414	Frequent	Short Down–Long Up	Up	Up	11	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down–Long Up	HB-other	NA	4
AT2G28450	AT1G06720	0.3202553654129691	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT2G28450	AT5G39840	0.3200572513894743	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT4G27410	AT4G35630	0.3191969494680623	Short Up–Long Down	Short–Long Up	Down	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Long Down	Short–Long Up	NAC	NA	1
AT3G02150	AT1G70230	0.318730827262152	Long Down	Long Down	Down	Down	7	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Down	Long Down	TCP	NA	1
AT4G00238	AT5G22330	0.31763361746986357	Long Up	Long Up	Up	Up	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	GeBP	NA	3
AT5G63420	AT5G66470	0.3171914158029551	Long Up	Long Up	Up	Up	8	6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Long Up	Long Up	Trihelix	NA	2
AT2G28450	AT1G42440	0.3171815471175044	Short Down–Long Up	Long Up	Up	Up	8	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G28450	AT4G26190	0.3170006850934772	Short Down–Long Up	Long Up	Up	Up	8	8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	C3H	NA	3
AT2G28450	AT2G18900	0.31661868608441707	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT1G71260	AT3G56330	0.31586116401894887	Long Up	Frequent	Up	Up	9	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Frequent	Whirly	NA	2
AT5G53290	AT5G67480	0.3157215668799187	Long Up	Short–Long Up	Up	Up	9	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short–Long Up	ERF	NA	1
AT2G28450	AT1G10490	0.31532841421891095	Short Down–Long Up	Short Down–Long Up	Up	Up	8	10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short Down–Long Up	C3H	NA	3
AT2G02740	AT1G66520	0.315172784504964	Short Down–Long Up	Long Up	Up	Up	10	9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Long Up	Whirly	NA	2
AT5G63420	AT2G19870	0.3146108874575813	Long Up	Short Down–Long Up	Up	Up	8	7	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Long Up	Short Down–Long Up	Trihelix	NA	2
